chr	s_SRR5975338	s_SRR5982760	s_SRR5982775	s_SRR5982826	s_SRR6003373	s_SRR6003380	s_SRR6003386	s_SRR6024050	s_SRR6024052	s_SRR6024064	s_SRR6024156	s_SRR6024283	s_SRR6024288	s_SRR6024420	s_SRR6024434	s_SRR6024436	s_SRR6024506	s_SRR6024507	s_SRR6024528	s_SRR6024538	s_SRR6024546	s_SRR6036618	s_SRR6036641	s_SRR6036657	s_SRR6036664	s_SRR6036692	s_SRR6036762	s_SRR6036776	s_SRR6036787	s_SRR6036814	s_SRR6036825	s_SRR6036837	s_SRR6036872	s_SRR6036905	s_SRR6036938	s_SRR6036990	s_SRR6036993	s_SRR6037019	s_SRR6037046	s_SRR6040259	s_SRR6040314	s_SRR6040334	s_SRR6040341	s_SRR6040588	s_SRR6040591	s_SRR5998015	s_SRR5998071	s_SRR5998123	s_SRR5998185	s_SRR6036690
chr11	-3.092248622924009	-0.49611659767743926	-0.5036358523490052	0.3112445574059495	0.5737472264012307	0.08049325208380914	-1.8639318352545864	-1.027142599139336	-1.2625904231798328	-0.5274123243927081	-2.1456434837281413	-0.036459163565411165	0.35061868477752595	-0.8272222966426822	-0.6158597887423035	0.21430060039182622	-3.7322834430416982	-0.1790928684301884	0.8044687444074778	-1.2068978213015604	-0.9112655817444448	0.24751459970474465	-4.694635713939031	-0.18083425020137334	0.5101846681633183	-0.7992137247793475	-1.2911520552441589	0.6841730657738503	0.3732193685406286	0.0575690194125254	-1.1443005094329743	0.6128960545571344	-1.7516670756086987	-0.8775653134006475	0.03645916356547644	1.9391190643176925	-0.9408899549622782	-0.2964272162907489	0.16836455050228677	1.0899136973811379	0.9959269156238008	1.417136569789277	0.08665870884428022	1.708806257551511	-0.6745	0.3589854543856594	0.19468263719877923	0.8648993415562356	0.2512578055348147	1.5452721962799458
chr12	-1.1568711037789055	0.7328606950125521	1.2879036458504323	-0.28353887903531977	-0.0357779342357095	0.7930230775708593	-1.4534787601874348	-0.34801481406623985	-0.6614379112905305	-1.2090004367036336	0.7005409480769478	0.037317494117333753	0.7408244727824712	-0.09373534387726423	-0.5608714423443903	0.7719998920224731	-3.2235267941393646	-0.9365454776623002	-0.4068653978177202	0.31353964869549567	0.9955472327856892	1.2711921173022678	-3.907908275703217	-1.0417476211796377	1.1246118543115593	-0.171752372072589	-0.1488017059255483	0.8268525307798582	0.180128587431266	0.950074670618344	-1.6692605585086018	0.37246215018157386	0.001681701428036404	-0.2693911401192143	-0.6745	1.7563071498251834	1.1952952720079888	-0.3202514571046163	1.3727891846640725	-0.3506987810108565	-0.09035679289500374	0.3515656171081557	1.3439857062106915	0.9892346013531287	0.6719923056348647	0.4695672933712032	-1.8288466153475404	-0.001681701428036404	-0.19498969635350086	0.21098374229659683
chr13	1.0263317266205145	-1.4171037433233038	-0.1884511672316707	0.6698977891253071	-0.16700514487293025	-0.6085960395352519	0.06889385075140134	0.3227298200289755	0.47350510559840864	0.23822780300402438	0.0314153510291337	-1.378009105362368	-1.0951630292144836	0.027253521514096626	0.040597602076503814	0.7704890408317461	-0.9165467974465981	-0.4018356690685622	0.5975964083145892	-0.8631495337766045	1.5670638873358345	-0.6745	0.6932309355714579	-0.3397224380525738	-1.1434670359998076	-0.4012857284710083	-1.2400891709756678	0.9838841919889928	-1.12626852553285	0.7717196790243949	-2.4356408047548763	-0.9807120400614355	-0.7610112716336148	0.6713269502568863	-0.21517792047982087	-0.15152364937994475	0.5161464353241925	-0.02725352151407712	0.8558838223957965	0.45762684270259923	0.24575966860992055	-0.8113540236588687	-0.8945891944438533	-0.3654020889257069	-0.5529078386355384	3.8641243495193702	4.5550324557482345	5.457435515551112	4.917455458723219	3.7959127813604447
chr14	-1.9982702508113712	-0.13342529187852042	0.264658335053626	-0.8469502163955398	0.8485394450692215	0.29269722214046207	0.669338783146452	-1.2478159013868981	0.976294665968012	-0.6618374868588732	1.6019805276110972	0.9762773657347067	-0.5009205564845782	-0.031023231589248104	0.9064351029285203	1.1689450678298317	-2.80322321049271	-0.7457328800042945	-0.33971078532417215	0.3824681659314927	-0.571692153635742	-0.6745	-3.622460174728265	0.2432257633394443	-0.5329287905907973	0.8350217632404239	0.04498129307779859	-0.9671963705921814	0.5492308996194337	0.16251599096075167	0.043338683301048536	0.7280976536268622	-0.9496550321186059	-1.2296656285894871	-0.5743987145534644	0.9812302315215906	1.9759127239347543	0.028894346604327704	0.8752207344022934	-0.028894346604327704	-0.8560000375209665	-1.8457724815561256	0.20259358316479942	0.5660391147955577	-1.1270900923629483	-0.19538834980957936	-0.9428227782361734	0.5869661497362209	-0.1408382517745857	1.8753232503405415
chr15	-2.5266538231557054	0.0971345755192391	-0.8340374512997971	-0.7689451792550277	0.7290430896797573	0.502666309235785	-1.015780850570465	0.40876502900049827	1.772679177690652	-0.03064422745174092	-0.6745	0.5241011597448794	1.1863702896264359	0.43685325751787635	0.03064422745174092	0.09156580286549919	-2.616839867033515	0.14277576561991684	0.47402549928216814	-0.3976755315940609	-2.139187820490329	1.695358269908301	-4.300334113742465	-0.9130163990803676	-0.8068999060890257	0.20425108557361227	0.31795750023919855	-1.2288265423084965	0.26808646971444183	-0.2599438444480653	-0.2542242999275034	0.19931496949321442	0.9500114731129454	-0.3370085027165065	-1.1321609561932762	-1.140381570230895	0.28865633459085344	0.17477317837140058	-0.11476465771106648	-0.810861321633142	-0.1418433819641134	1.1760123227878911	1.197114515807455	0.4628440953892157	0.23668713601383723	-1.8255746923435454	-3.2005962621148787	-2.94917946386235	-2.1172892841536504	0.9432256479614753
chr16	-1.405861552949985	-1.2046556811332723	0.9898678990249764	0.5449315904352241	-0.6745	-0.011194534993767442	0.01119453499378118	0.5225742503598036	-0.4418801609992762	-0.09996985672379988	-0.5356596033267186	1.2284755964749803	0.8350581147089008	0.1159443920497833	0.05012728211447866	0.8720375877950873	-1.8392829414953855	1.2307854696440503	-0.12992356706122657	0.03793639628396376	-0.8804966928819972	0.7471932732924237	-2.9389406756813647	-0.01591768798198394	-0.08077970655193223	0.39370265280140687	-1.0579239595658896	-1.5828062747374203	-0.2544354893446249	0.37484718580202403	0.7854993729525759	0.20150069870078546	0.3387744209736002	-0.32820981406344585	0.257681146286393	0.664579134103742	-1.0742955265716363	-0.7622812472535658	0.058483534821183035	1.0488113353055672	-0.1708593719824531	-1.222176292007223	0.9831574190662266	1.2228018835732386	0.6032699404541925	-2.867801321147767	-3.1671322267198128	-3.4165360148893007	-3.3237172517043314	2.5479726529189275
chr17	-5.541314595327997	3.3887352396425956	0.16905816654360287	-0.1405006212774014	-0.2090220468986049	-0.09350806689884344	-0.16829539328478507	0.8026005548607347	-0.012656484964033958	-0.4801449813472266	-0.14286498371214765	2.921464032540525	3.1523687931459006	0.47286323740997444	0.012656484964056157	-0.7064653525823631	-2.855031229689225	0.517274020409563	-0.34802311329108765	0.5891775606519105	-5.555836524626423	1.368399052154111	-9.16550018318009	0.6841645012688481	0.5395960011795029	1.0641370508602581	2.0977654910892203	-2.4527201653850734	0.6017403245279401	0.07391585359709603	1.329715925430676	2.5757703107253387	0.6745	0.27538348958784964	-0.12677517208383257	-0.7249520364440446	-0.36210627510363036	-0.14973116194533043	-0.7736466502229078	-0.9204400355318163	0.11339254521323085	1.4239009902911446	3.0737731899819583	-0.1207406180503081	0.44826253698574586	-6.46662184749718	-11.041107540137467	-11.508705939131588	-9.235094000938082	0.3517800138019898
chr18	0.07681678244223399	-2.758682816976604	-0.630047626643427	-0.7156223933576203	0.2752396021950809	0.6745	0.33111439793056885	-2.7244809559746255	-0.9879375960226826	0.007839201467926871	-0.7105861683563537	-2.276300567015648	-1.0587434261757258	0.4459889641916078	0.013308206089222323	0.48991432463948337	-3.0086852677256335	-0.012128469130804688	0.18071141777193958	-2.2698779714556636	0.1343398940705723	0.4564091467898749	-0.5617489001988497	-0.07366394396738282	-0.22044360477770528	0.7412761079925341	-0.9475201964400722	0.26386420915549663	-0.3949833243712032	-1.1723415475864192	-0.007839201467926871	-1.7710647648973055	-0.5072549610719587	-0.15191530145812626	0.2667901632893745	0.5292920012977215	1.05793859698954	0.646658187171411	0.6576668503374755	1.0652185827568619	-1.2322930749419978	-1.160546980610011	-1.499039457279944	0.8192141340278352	-1.9697210433810246	2.3965646022555687	8.560676495691277	11.50372868799729	12.18101543122871	1.3751512677119024
chr19	-1.1547764323271295	0.9474509469672037	1.1685885419446302	0.8913715561315828	-0.542325853823451	-0.10259210142948293	-0.018177023840175784	2.1581632564137654	1.5231630112226076	-0.10374199969197066	-0.6506554568342306	1.5160132330125278	0.10363542934087662	-0.6744999999999999	1.5016826621402826	0.4662984628530285	-1.1553898828863403	0.9330853507853926	-0.34550485822627147	0.13536627926168998	-0.5079498688586547	0.7054736468438471	-2.6796017195539514	-0.4085865800902816	-0.628792296333589	1.255457408104702	-0.6441168981712536	-0.8092632352038129	-0.016851190426360182	0.09745273061201155	1.4068666630165312	0.0236483540480195	-1.1516576638933804	-0.6193469306964252	0.2217360701630649	0.5152566434823287	0.016851190426354204	-0.8261060099122436	0.06975826367223385	0.8075551243122814	-0.2337132683190384	-1.7938870817632144	0.502517042843843	1.1745907085358391	0.4167246380066593	-2.200628434704522	-3.807072177431673	-3.823456549916495	-3.2874597353994583	1.075254413214202
chr20	-1.5858482799805858	0.014041338938467802	-0.13753946630568878	-0.5891352435735199	0.3149415073942749	0.9664886693433036	-0.23136139490571017	-0.014041338938467802	-0.7203743821291322	0.5676991934427017	-0.7478801512620528	1.3482125126393123	0.9567760066051677	1.0454593537904302	-0.8733820794894124	-0.06400042585551419	-1.3459029165560201	0.7005202909465996	-0.25636406791957445	1.1780168651364784	-1.3622436540011158	1.2828624190241589	-3.8618855950029842	-0.0772922479578025	1.6219861901973904	0.5939609889213868	-0.36513954707207025	-0.6571115461228363	-0.13785664586399302	-0.2406783127495759	0.7970619340729511	0.8508362029545503	0.7642561421831683	-0.4968191511678067	0.5355671790449927	0.5789703653373841	-0.13600061707178648	0.12797180842812947	0.1576575790332652	-0.1112110873060345	0.6745	1.0152933075310229	1.660636721097355	0.6539450041059842	0.446472964387014	-2.048097134667359	-2.697741030520734	-3.2082563041898844	-3.1022991674876264	1.4662147781859014
chr21	-0.28588101309203784	-0.7043961038726829	0.9944521117605356	0.6975685659620512	0.2517155510638796	-0.8254042365712904	-0.860663376537257	0.3629720003420986	-0.7889529492033852	-0.40247825445439667	-0.9564613352648589	-0.6653913465872106	0.47203348070257234	-1.4218931324393924	0.3183919406826996	1.1343256571045996	-1.1667877551676276	0.22722734457605795	0.05135357572554871	-0.5685635102908717	0.9786555381657382	-1.2895468341880987	-0.8649872469779829	-1.327250554197477	0.33824421097235613	1.8174551649562054	-0.51409605674967	2.212278772464047	0.24833341651142216	1.4899059191116117	0.16492655930616792	-0.8815928241605547	-1.507688362441938	-0.15363184135654145	0.16046162583470117	-0.03521725786809846	-0.27731967165448224	0.6967542501446783	0.03521725786809846	-0.13761095096503423	1.2695041890290768	-1.6956381868623922	-0.11710461732812642	0.7399657108191773	-0.8022542726591977	0.28379608598644196	0.2600692972672315	-0.6517724056508462	1.1451577177504901	0.6745
chr22	-2.4019879627317153	-0.17399880566431153	0.8018215360862843	0.4220153504926613	0.3246087888962	-0.06365924125540863	-1.0050063095738988	-0.6578243150084567	-0.33415719701842966	-0.8261465356750151	0.24253759330517927	0.8710526227275975	2.1158096510102102	0.035536287863764296	0.19728384238058136	-2.30673483347296	-2.303307996730017	0.6669285902200693	-0.23189839125533512	0.048625266332715494	-3.2407216170168076	0.9646901828257918	-5.115772676290012	0.5534849388436937	0.6745	-0.10642527531056868	1.5467593450532646	-1.884050720056965	0.3570333690432863	0.4188422847056195	0.3328407137491718	1.4104641991179665	1.4866860832669633	-0.035536287863764296	-0.9653595467826072	-0.6931033229479211	-0.6521185128863747	0.10125355126415489	-0.99891546513545	-1.769665708169361	-0.610388563029293	0.5482881114734334	1.2066741913535042	0.6764908571154297	0.06360744052606737	-3.901055301505197	-6.066726287266895	-6.030416643534457	-5.340904249049496	0.2863818595901989
